Date,Has_Discount,Discount_Cards
11-07-2024,1,"Item_A on Thalys: 30% off, now €281.98 | Item_C on Thalys: 30% off, now €276.32 | Item_D on TGV: 20% off, now €218.92 | Item_E on DB: 10% off, now €74.78"
11-08-2024,1,"Item_B on Eurostar: 10% off, now €81.03 | Item_C on DB: 30% off, now €216.87 | Item_D on DB: 25% off, now €180.76 | Item_E on Eurostar: 25% off, now €271.48"
11-08-2025,1,"Item_B on Thalys: 20% off, now €179.58 | Item_C on Thalys: 15% off, now €251.25 | Item_D on TGV: 20% off, now €73.11 | Item_E on Eurostar: 30% off, now €262.79"
11-09-2025,1,"Item_A on DB: 20% off, now €70.54 | Item_B on TGV: 10% off, now €111.40 | Item_C on Thalys: 15% off, now €234.73 | Item_D on Eurostar: 20% off, now €59.74 | Item_E on TGV: 30% off, now €192.63"
11-09-2026,1,"Item_A on Eurostar: 25% off, now €246.03 | Item_B on Thalys: 20% off, now €62.21 | Item_D on TGV: 25% off, now €62.32"
11-10-2024,1,"Item_A on Thalys: 20% off, now €179.03 | Item_B on Eurostar: 20% off, now €249.33 | Item_D on DB: 15% off, now €215.17 | Item_E on TGV: 30% off, now €248.47"
11-10-2025,1,"Item_A on TGV: 10% off, now €214.88 | Item_B on Thalys: 10% off, now €274.45 | Item_C on Eurostar: 30% off, now €207.00 | Item_D on DB: 20% off, now €188.17 | Item_E on DB: 25% off, now €55.76"
11-11-2024,1,"Item_B on Thalys: 30% off, now €258.64 | Item_C on Thalys: 30% off, now €64.51 | Item_E on Eurostar: 15% off, now €152.79"
11-12-2024,1,"Item_B on Eurostar: 30% off, now €107.11 | Item_C on DB: 15% off, now €284.95 | Item_E on DB: 10% off, now €70.37"
12-01-2024,1,"Item_A on Eurostar: 15% off, now €139.51 | Item_C on DB: 10% off, now €103.03 | Item_D on TGV: 15% off, now €138.50"
12-01-2025,1,"Item_C on DB: 25% off, now €121.60 | Item_D on TGV: 25% off, now €248.34 | Item_E on Thalys: 20% off, now €112.61"
12-01-2026,1,"Item_A on DB: 15% off, now €153.10 | Item_C on DB: 30% off, now €283.63 | Item_E on Thalys: 20% off, now €185.35"
12-02-2024,1,"Item_A on DB: 15% off, now €235.98 | Item_B on Eurostar: 20% off, now €252.29 | Item_C on Eurostar: 30% off, now €227.78"
12-02-2025,1,"Item_A on Eurostar: 10% off, now €205.54 | Item_B on TGV: 10% off, now €86.22 | Item_C on Eurostar: 15% off, now €191.04"
12-02-2026,1,"Item_A on TGV: 20% off, now €294.00 | Item_B on TGV: 30% off, now €212.63 | Item_C on Thalys: 20% off, now €67.35 | Item_E on DB: 30% off, now €245.97"
12-03-2024,1,"Item_A on TGV: 25% off, now €195.39 | Item_B on Thalys: 20% off, now €150.85 | Item_C on Eurostar: 10% off, now €247.89 | Item_E on Eurostar: 15% off, now €258.14"
12-03-2025,1,"Item_B on Thalys: 25% off, now €137.78 | Item_C on Eurostar: 30% off, now €168.72 | Item_D on Thalys: 25% off, now €257.87 | Item_E on Thalys: 25% off, now €204.60"
12-04-2024,1,"Item_A on Eurostar: 10% off, now €141.06 | Item_B on Thalys: 30% off, now €283.19 | Item_C on TGV: 20% off, now €209.50 | Item_D on Thalys: 10% off, now €173.30"
12-04-2025,1,"Item_A on TGV: 10% off, now €71.38 | Item_C on Eurostar: 30% off, now €261.78 | Item_D on Thalys: 10% off, now €198.09"
12-04-2026,1,"Item_A on TGV: 25% off, now €110.76 | Item_B on TGV: 25% off, now €110.08 | Item_D on Eurostar: 10% off, now €291.58"
12-05-2024,1,"Item_A on Thalys: 25% off, now €106.00 | Item_B on Thalys: 25% off, now €245.42 | Item_C on TGV: 30% off, now €131.36 | Item_D on Eurostar: 30% off, now €143.94 | Item_E on Thalys: 10% off, now €255.93"
12-05-2025,1,"Item_A on TGV: 25% off, now €237.17 | Item_B on TGV: 10% off, now €147.47 | Item_C on DB: 25% off, now €67.42 | Item_D on Thalys: 20% off, now €241.39 | Item_E on TGV: 20% off, now €116.33"
12-06-2024,1,"Item_B on DB: 25% off, now €167.84 | Item_C on DB: 10% off, now €64.65 | Item_D on DB: 30% off, now €289.72 | Item_E on Thalys: 30% off, now €241.09"
12-06-2025,1,"Item_A on TGV: 15% off, now €184.02 | Item_B on DB: 15% off, now €267.40 | Item_C on Thalys: 25% off, now €53.53 | Item_D on DB: 30% off, now €243.67 | Item_E on TGV: 10% off, now €56.50"
12-06-2026,1,"Item_B on Thalys: 30% off, now €159.33 | Item_C on TGV: 20% off, now €174.96 | Item_D on TGV: 10% off, now €64.79 | Item_E on DB: 30% off, now €168.66"
12-07-2024,1,"Item_A on Thalys: 20% off, now €271.23 | Item_B on Eurostar: 15% off, now €70.03 | Item_D on Eurostar: 30% off, now €109.20"
12-07-2026,1,"Item_A on DB: 20% off, now €162.87 | Item_B on Eurostar: 15% off, now €97.14 | Item_D on TGV: 30% off, now €77.11 | Item_E on DB: 10% off, now €139.47"
12-08-2024,1,"Item_A on DB: 25% off, now €125.25 | Item_B on DB: 15% off, now €57.29 | Item_C on DB: 20% off, now €104.86 | Item_D on TGV: 20% off, now €223.68"
12-08-2025,1,"Item_A on Thalys: 10% off, now €219.04 | Item_B on Thalys: 15% off, now €216.10 | Item_C on DB: 10% off, now €53.28 | Item_D on Eurostar: 25% off, now €235.13 | Item_E on Eurostar: 30% off, now €168.72"
12-08-2026,1,"Item_A on Eurostar: 30% off, now €147.61 | Item_D on Eurostar: 20% off, now €284.79 | Item_E on Eurostar: 10% off, now €250.33"
12-09-2024,1,"Item_B on DB: 30% off, now €294.36 | Item_C on TGV: 20% off, now €260.99 | Item_D on DB: 10% off, now €185.25 | Item_E on DB: 10% off, now €162.84"
12-09-2025,1,"Item_A on TGV: 15% off, now €66.94 | Item_C on Thalys: 15% off, now €88.00 | Item_D on Eurostar: 15% off, now €133.33"
12-09-2026,1,"Item_A on Thalys: 10% off, now €293.81 | Item_B on DB: 10% off, now €61.30 | Item_C on DB: 15% off, now €135.02 | Item_D on DB: 15% off, now €187.36 | Item_E on Eurostar: 25% off, now €298.22"
12-10-2024,1,"Item_A on Thalys: 25% off, now €220.84 | Item_B on TGV: 15% off, now €118.26 | Item_C on Thalys: 15% off, now €78.50 | Item_E on Thalys: 30% off, now €283.05"
12-11-2024,1,"Item_A on DB: 15% off, now €125.28 | Item_C on Thalys: 25% off, now €189.94 | Item_D on Eurostar: 15% off, now €137.55"
12-11-2025,1,"Item_A on Eurostar: 10% off, now €168.09 | Item_B on Thalys: 15% off, now €299.28 | Item_E on TGV: 25% off, now €112.76"
12-12-2024,1,"Item_A on DB: 25% off, now €162.59 | Item_C on TGV: 20% off, now €58.43 | Item_D on DB: 20% off, now €259.49 | Item_E on Thalys: 10% off, now €213.71"
12-12-2025,1,"Item_A on Thalys: 30% off, now €143.87 | Item_C on Eurostar: 15% off, now €203.19 | Item_D on TGV: 10% off, now €117.42"
13-01-2024,1,"Item_A on DB: 15% off, now €76.79 | Item_B on Eurostar: 15% off, now €232.24 | Item_C on Eurostar: 10% off, now €247.20"
13-01-2025,1,"Item_A on Thalys: 15% off, now €194.13 | Item_B on TGV: 10% off, now €186.50 | Item_D on Thalys: 30% off, now €291.80 | Item_E on DB: 15% off, now €137.10"
13-01-2026,1,"Item_A on DB: 10% off, now €199.72 | Item_B on Thalys: 15% off, now €278.43 | Item_C on Eurostar: 30% off, now €275.27 | Item_D on DB: 25% off, now €166.06 | Item_E on DB: 20% off, now €194.30"
13-02-2024,1,"Item_A on TGV: 30% off, now €267.34 | Item_B on DB: 30% off, now €229.89 | Item_C on Thalys: 30% off, now €195.37 | Item_E on Eurostar: 20% off, now €268.93"
13-02-2025,1,"Item_A on DB: 20% off, now €204.48 | Item_B on TGV: 15% off, now €288.15 | Item_C on Thalys: 25% off, now €145.83 | Item_D on DB: 30% off, now €237.21 | Item_E on Eurostar: 30% off, now €298.50"
13-02-2026,1,"Item_A on TGV: 20% off, now €288.96 | Item_B on TGV: 30% off, now €244.60 | Item_D on DB: 30% off, now €61.18 | Item_E on Eurostar: 20% off, now €295.31"
13-03-2024,1,"Item_A on Eurostar: 30% off, now €108.26 | Item_B on DB: 25% off, now €87.33 | Item_C on Thalys: 10% off, now €262.70 | Item_D on TGV: 10% off, now €200.64 | Item_E on Thalys: 10% off, now €65.08"
13-03-2026,1,"Item_A on DB: 25% off, now €254.10 | Item_B on DB: 30% off, now €122.99 | Item_C on Eurostar: 25% off, now €198.03 | Item_E on Thalys: 30% off, now €55.81"
13-04-2025,1,"Item_A on Eurostar: 25% off, now €155.03 | Item_B on Eurostar: 15% off, now €191.91 | Item_C on Eurostar: 25% off, now €94.81 | Item_D on Eurostar: 10% off, now €224.02 | Item_E on TGV: 15% off, now €79.01"
13-04-2026,1,"Item_A on Thalys: 10% off, now €278.67 | Item_B on DB: 15% off, now €177.32 | Item_D on DB: 15% off, now €186.49 | Item_E on TGV: 30% off, now €82.54"
13-05-2025,1,"Item_A on Thalys: 25% off, now €69.95 | Item_B on Eurostar: 10% off, now €269.89 | Item_C on Thalys: 20% off, now €121.34 | Item_D on Eurostar: 30% off, now €293.67 | Item_E on DB: 15% off, now €254.34"
13-05-2026,1,"Item_A on DB: 10% off, now €68.49 | Item_B on Eurostar: 30% off, now €84.53 | Item_E on Thalys: 30% off, now €139.47"
13-06-2024,1,"Item_A on Thalys: 15% off, now €219.87 | Item_B on TGV: 25% off, now €83.62 | Item_C on TGV: 10% off, now €229.07 | Item_D on TGV: 20% off, now €73.65 | Item_E on Eurostar: 15% off, now €180.94"
13-06-2025,1,"Item_A on Eurostar: 10% off, now €260.46 | Item_B on DB: 20% off, now €226.77 | Item_C on DB: 25% off, now €249.80 | Item_D on Eurostar: 20% off, now €195.98 | Item_E on Eurostar: 20% off, now €108.13"
13-06-2026,1,"Item_B on TGV: 20% off, now €261.07 | Item_C on TGV: 25% off, now €93.67 | Item_E on Thalys: 25% off, now €68.48"
13-07-2024,1,"Item_A on Eurostar: 15% off, now €174.73 | Item_B on Eurostar: 10% off, now €116.82 | Item_C on TGV: 20% off, now €71.60 | Item_E on Eurostar: 25% off, now €171.01"
13-07-2025,1,"Item_A on Eurostar: 25% off, now €185.20 | Item_B on Eurostar: 30% off, now €157.70 | Item_C on Eurostar: 30% off, now €176.21 | Item_D on Eurostar: 10% off, now €198.54 | Item_E on Eurostar: 15% off, now €79.76"
13-07-2026,1,"Item_A on DB: 25% off, now €189.72 | Item_B on Thalys: 10% off, now €266.12 | Item_C on TGV: 10% off, now €245.25 | Item_D on TGV: 15% off, now €167.87 | Item_E on Eurostar: 10% off, now €231.27"
13-08-2024,1,"Item_B on TGV: 15% off, now €126.37 | Item_C on Eurostar: 15% off, now €158.80 | Item_E on Eurostar: 25% off, now €232.82"
13-09-2024,1,"Item_A on TGV: 20% off, now €193.82 | Item_B on Eurostar: 10% off, now €213.98 | Item_C on Eurostar: 20% off, now €57.85 | Item_D on Thalys: 30% off, now €107.89 | Item_E on TGV: 20% off, now €288.97"
13-10-2024,1,"Item_A on Thalys: 10% off, now €225.29 | Item_B on Eurostar: 30% off, now €140.80 | Item_D on TGV: 25% off, now €211.61"
13-10-2025,1,"Item_A on Thalys: 10% off, now €245.46 | Item_B on Eurostar: 20% off, now €244.41 | Item_C on DB: 15% off, now €101.90 | Item_D on DB: 10% off, now €194.31 | Item_E on DB: 10% off, now €88.39"
13-11-2024,1,"Item_A on DB: 10% off, now €52.29 | Item_B on Thalys: 20% off, now €100.73 | Item_C on Eurostar: 15% off, now €115.70 | Item_E on DB: 15% off, now €277.48"
13-11-2025,1,"Item_A on Eurostar: 15% off, now €188.29 | Item_B on TGV: 30% off, now €192.61 | Item_E on DB: 10% off, now €172.93"
13-12-2024,1,"Item_B on Thalys: 20% off, now €170.80 | Item_C on DB: 20% off, now €136.18 | Item_D on Thalys: 25% off, now €160.52 | Item_E on TGV: 15% off, now €238.89"
13-12-2025,1,"Item_B on Thalys: 25% off, now €182.89 | Item_C on DB: 30% off, now €60.07 | Item_D on Thalys: 15% off, now €177.28"
14-01-2024,1,"Item_A on Thalys: 10% off, now €218.23 | Item_B on Eurostar: 25% off, now €63.13 | Item_C on TGV: 20% off, now €148.60 | Item_D on Thalys: 30% off, now €104.02 | Item_E on TGV: 30% off, now €239.34"
14-01-2025,1,"Item_A on DB: 15% off, now €222.05 | Item_C on DB: 15% off, now €160.98 | Item_D on Thalys: 15% off, now €247.63"
14-01-2026,1,"Item_C on TGV: 25% off, now €59.87 | Item_D on Eurostar: 15% off, now €264.23 | Item_E on Thalys: 15% off, now €189.09"
14-02-2025,1,"Item_B on TGV: 25% off, now €80.62 | Item_C on TGV: 20% off, now €143.21 | Item_D on DB: 25% off, now €235.24 | Item_E on TGV: 10% off, now €266.94"
14-02-2026,1,"Item_A on Thalys: 20% off, now €235.81 | Item_B on TGV: 25% off, now €112.00 | Item_C on Thalys: 20% off, now €129.68 | Item_E on TGV: 30% off, now €131.35"
14-03-2024,1,"Item_A on DB: 15% off, now €226.48 | Item_B on Thalys: 20% off, now €267.76 | Item_C on DB: 30% off, now €115.65 | Item_D on Eurostar: 20% off, now €225.14 | Item_E on Thalys: 25% off, now €60.98"
14-03-2026,1,"Item_B on DB: 25% off, now €252.26 | Item_C on TGV: 20% off, now €140.01 | Item_E on DB: 25% off, now €283.77"
14-04-2026,1,"Item_A on Eurostar: 25% off, now €270.04 | Item_B on Eurostar: 30% off, now €65.16 | Item_C on Eurostar: 10% off, now €241.39 | Item_D on Eurostar: 15% off, now €236.70 | Item_E on TGV: 10% off, now €291.52"
14-05-2024,1,"Item_A on TGV: 20% off, now €268.74 | Item_C on TGV: 30% off, now €88.72 | Item_D on Thalys: 25% off, now €58.48 | Item_E on Eurostar: 25% off, now €63.88"
14-05-2025,1,"Item_A on Eurostar: 15% off, now €161.43 | Item_B on Eurostar: 20% off, now €131.86 | Item_D on Thalys: 15% off, now €195.36 | Item_E on Eurostar: 15% off, now €196.13"
14-05-2026,1,"Item_A on DB: 30% off, now €254.38 | Item_C on Thalys: 10% off, now €60.40 | Item_D on Thalys: 20% off, now €122.63 | Item_E on DB: 15% off, now €246.54"
14-06-2024,1,"Item_A on TGV: 25% off, now €120.72 | Item_B on DB: 10% off, now €281.55 | Item_E on Thalys: 30% off, now €248.25"
14-06-2026,1,"Item_A on Thalys: 15% off, now €286.65 | Item_B on Eurostar: 25% off, now €223.92 | Item_C on TGV: 25% off, now €215.56 | Item_D on Thalys: 25% off, now €169.93"
14-07-2024,1,"Item_A on Thalys: 10% off, now €215.35 | Item_B on Thalys: 25% off, now €288.38 | Item_C on Thalys: 10% off, now €178.59"
14-07-2025,1,"Item_A on DB: 15% off, now €176.05 | Item_B on DB: 10% off, now €248.11 | Item_C on Eurostar: 10% off, now €90.57 | Item_D on Thalys: 25% off, now €170.85 | Item_E on TGV: 20% off, now €177.38"
14-07-2026,1,"Item_A on TGV: 20% off, now €282.17 | Item_B on Thalys: 30% off, now €278.64 | Item_C on DB: 25% off, now €92.03 | Item_D on DB: 20% off, now €264.41 | Item_E on TGV: 30% off, now €252.33"
14-08-2024,1,"Item_B on DB: 15% off, now €266.88 | Item_C on Thalys: 15% off, now €245.74 | Item_D on Thalys: 15% off, now €237.40"
14-08-2025,1,"Item_B on DB: 10% off, now €179.31 | Item_C on TGV: 10% off, now €70.83 | Item_D on TGV: 30% off, now €261.02 | Item_E on Thalys: 25% off, now €197.09"
14-08-2026,1,"Item_A on DB: 30% off, now €276.31 | Item_B on Eurostar: 10% off, now €275.68 | Item_C on Eurostar: 20% off, now €268.46 | Item_D on Thalys: 30% off, now €77.31 | Item_E on DB: 10% off, now €136.16"
14-09-2025,1,"Item_A on TGV: 25% off, now €63.49 | Item_B on Eurostar: 15% off, now €152.09 | Item_C on TGV: 30% off, now €252.82 | Item_D on Thalys: 25% off, now €274.27 | Item_E on TGV: 20% off, now €268.96"
14-09-2026,1,"Item_A on Eurostar: 20% off, now €232.65 | Item_B on DB: 15% off, now €280.21 | Item_C on DB: 20% off, now €88.89 | Item_D on DB: 30% off, now €228.12 | Item_E on TGV: 15% off, now €85.67"
14-10-2024,1,"Item_A on Eurostar: 25% off, now €283.42 | Item_B on Thalys: 20% off, now €280.80 | Item_C on TGV: 30% off, now €253.83 | Item_D on DB: 10% off, now €108.71"
14-10-2025,1,"Item_A on Eurostar: 15% off, now €237.55 | Item_B on Eurostar: 10% off, now €213.00 | Item_C on TGV: 25% off, now €191.43 | Item_D on TGV: 25% off, now €224.12"
14-11-2025,1,"Item_B on DB: 20% off, now €295.24 | Item_C on DB: 20% off, now €286.93 | Item_D on DB: 25% off, now €271.59"
14-12-2024,1,"Item_A on Eurostar: 15% off, now €91.30 | Item_B on DB: 20% off, now €53.34 | Item_D on Eurostar: 30% off, now €191.33 | Item_E on TGV: 20% off, now €85.09"
15-01-2024,1,"Item_A on Thalys: 20% off, now €125.00 | Item_B on Thalys: 10% off, now €101.70 | Item_C on Thalys: 20% off, now €71.52"
15-01-2025,1,"Item_A on DB: 15% off, now €244.47 | Item_B on Eurostar: 20% off, now €125.60 | Item_C on Eurostar: 25% off, now €251.93 | Item_D on DB: 10% off, now €247.18"
15-02-2026,1,"Item_A on Thalys: 20% off, now €251.00 | Item_D on Thalys: 15% off, now €221.78 | Item_E on DB: 15% off, now €95.47"
15-03-2025,1,"Item_A on Eurostar: 10% off, now €128.43 | Item_B on Thalys: 10% off, now €179.50 | Item_D on Thalys: 30% off, now €205.23"
15-03-2026,1,"Item_A on Thalys: 30% off, now €298.07 | Item_B on Eurostar: 10% off, now €246.75 | Item_C on DB: 10% off, now €147.02 | Item_D on Thalys: 10% off, now €77.60 | Item_E on Thalys: 10% off, now €239.88"
15-04-2024,1,"Item_A on TGV: 20% off, now €261.76 | Item_B on Thalys: 10% off, now €74.25 | Item_D on DB: 15% off, now €144.05 | Item_E on Eurostar: 30% off, now €214.98"
15-04-2026,1,"Item_B on Eurostar: 10% off, now €163.02 | Item_C on DB: 30% off, now €129.54 | Item_E on Eurostar: 30% off, now €289.06"
15-05-2024,1,"Item_B on DB: 20% off, now €191.00 | Item_C on DB: 20% off, now €164.51 | Item_D on TGV: 10% off, now €248.87 | Item_E on Eurostar: 15% off, now €271.74"
15-05-2025,1,"Item_C on Thalys: 15% off, now €133.07 | Item_D on DB: 25% off, now €125.65 | Item_E on DB: 30% off, now €164.93"
15-05-2026,1,"Item_A on Eurostar: 30% off, now €131.77 | Item_B on TGV: 30% off, now €98.56 | Item_C on DB: 30% off, now €131.47 | Item_D on Thalys: 10% off, now €157.88"
15-06-2024,1,"Item_A on DB: 20% off, now €94.77 | Item_B on TGV: 30% off, now €201.84 | Item_C on TGV: 15% off, now €190.87 | Item_D on Thalys: 30% off, now €88.84 | Item_E on Eurostar: 20% off, now €278.85"
15-06-2025,1,"Item_A on DB: 15% off, now €245.58 | Item_B on Thalys: 10% off, now €106.99 | Item_C on Eurostar: 25% off, now €269.53 | Item_D on DB: 15% off, now €292.71 | Item_E on DB: 10% off, now €85.54"
15-06-2026,1,"Item_A on DB: 25% off, now €188.32 | Item_C on TGV: 20% off, now €270.81 | Item_D on Thalys: 25% off, now €61.60 | Item_E on DB: 20% off, now €92.62"
15-07-2025,1,"Item_A on Thalys: 10% off, now €88.82 | Item_B on Eurostar: 25% off, now €203.76 | Item_C on Thalys: 25% off, now €228.99 | Item_D on DB: 25% off, now €79.10"
15-07-2026,1,"Item_A on Thalys: 15% off, now €206.96 | Item_B on DB: 15% off, now €61.05 | Item_D on Eurostar: 30% off, now €272.83 | Item_E on TGV: 20% off, now €206.66"
15-08-2024,1,"Item_A on Thalys: 15% off, now €282.61 | Item_B on Thalys: 15% off, now €282.82 | Item_C on Thalys: 30% off, now €66.16 | Item_D on Thalys: 25% off, now €93.48 | Item_E on Thalys: 20% off, now €110.03"
15-08-2025,1,"Item_A on Thalys: 30% off, now €108.13 | Item_B on TGV: 25% off, now €108.74 | Item_D on DB: 10% off, now €260.13 | Item_E on Eurostar: 15% off, now €297.53"
15-08-2026,1,"Item_A on DB: 15% off, now €102.12 | Item_B on TGV: 10% off, now €163.25 | Item_D on Eurostar: 15% off, now €91.82 | Item_E on Eurostar: 15% off, now €103.35"
15-09-2025,1,"Item_B on Thalys: 25% off, now €290.69 | Item_C on Eurostar: 25% off, now €254.93 | Item_D on Thalys: 25% off, now €183.51 | Item_E on Eurostar: 20% off, now €98.07"
15-09-2026,1,"Item_B on Eurostar: 20% off, now €56.17 | Item_D on DB: 10% off, now €230.61 | Item_E on Thalys: 15% off, now €98.09"
15-10-2025,1,"Item_A on TGV: 15% off, now €172.71 | Item_B on TGV: 30% off, now €144.99 | Item_C on DB: 25% off, now €279.11 | Item_D on Eurostar: 10% off, now €162.71"
15-11-2024,1,"Item_C on TGV: 25% off, now €78.59 | Item_D on DB: 15% off, now €187.55 | Item_E on Eurostar: 30% off, now €167.18"
15-11-2025,1,"Item_A on Thalys: 15% off, now €146.29 | Item_C on TGV: 25% off, now €216.12 | Item_D on Eurostar: 10% off, now €246.87 | Item_E on TGV: 30% off, now €137.56"
15-12-2024,1,"Item_A on Thalys: 15% off, now €53.83 | Item_B on Eurostar: 25% off, now €245.85 | Item_E on Thalys: 10% off, now €291.62"
15-12-2025,1,"Item_A on TGV: 10% off, now €90.73 | Item_B on Eurostar: 30% off, now €239.72 | Item_C on TGV: 25% off, now €188.78"
16-01-2024,1,"Item_A on DB: 10% off, now €139.45 | Item_B on Eurostar: 25% off, now €180.31 | Item_C on Eurostar: 15% off, now €212.25 | Item_D on DB: 20% off, now €169.52 | Item_E on Eurostar: 15% off, now €147.74"
16-01-2025,1,"Item_A on DB: 30% off, now €281.26 | Item_B on DB: 15% off, now €244.64 | Item_C on DB: 10% off, now €292.05 | Item_D on TGV: 15% off, now €137.06 | Item_E on Thalys: 10% off, now €167.47"
16-01-2026,1,"Item_B on Thalys: 20% off, now €236.54 | Item_C on TGV: 20% off, now €51.90 | Item_E on Eurostar: 10% off, now €237.85"
16-02-2024,1,"Item_A on Thalys: 20% off, now €259.22 | Item_B on TGV: 10% off, now €244.49 | Item_C on Eurostar: 25% off, now €204.56 | Item_E on DB: 10% off, now €141.71"
16-02-2025,1,"Item_A on DB: 30% off, now €177.34 | Item_B on Eurostar: 30% off, now €74.45 | Item_E on DB: 25% off, now €151.71"
16-02-2026,1,"Item_A on DB: 15% off, now €242.94 | Item_B on Thalys: 30% off, now €216.95 | Item_C on Thalys: 30% off, now €178.10"
16-03-2024,1,"Item_B on DB: 15% off, now €107.71 | Item_C on Eurostar: 30% off, now €58.68 | Item_D on TGV: 15% off, now €157.15"
16-03-2026,1,"Item_B on Thalys: 20% off, now €51.34 | Item_C on DB: 15% off, now €250.19 | Item_D on DB: 25% off, now €72.65 | Item_E on Thalys: 20% off, now €108.16"
16-04-2024,1,"Item_A on DB: 25% off, now €280.21 | Item_B on TGV: 20% off, now €103.94 | Item_C on Eurostar: 20% off, now €273.78 | Item_D on Thalys: 15% off, now €86.24 | Item_E on DB: 10% off, now €254.23"
16-04-2025,1,"Item_A on DB: 20% off, now €282.04 | Item_C on DB: 10% off, now €190.67 | Item_D on Thalys: 15% off, now €122.94"
16-04-2026,1,"Item_B on Eurostar: 25% off, now €86.99 | Item_C on Thalys: 20% off, now €220.94 | Item_D on DB: 30% off, now €91.36 | Item_E on TGV: 25% off, now €69.77"
16-05-2024,1,"Item_A on Eurostar: 30% off, now €83.24 | Item_B on Thalys: 10% off, now €219.99 | Item_D on Thalys: 20% off, now €228.91 | Item_E on TGV: 10% off, now €295.40"
16-05-2026,1,"Item_A on DB: 20% off, now €63.81 | Item_B on Thalys: 25% off, now €199.61 | Item_D on Eurostar: 25% off, now €217.94 | Item_E on Eurostar: 25% off, now €264.39"
16-06-2024,1,"Item_A on TGV: 30% off, now €84.04 | Item_C on Eurostar: 25% off, now €122.18 | Item_D on TGV: 15% off, now €177.27"
16-06-2025,1,"Item_A on TGV: 20% off, now €207.90 | Item_B on Eurostar: 15% off, now €189.76 | Item_C on DB: 20% off, now €283.22 | Item_D on Eurostar: 25% off, now €98.48 | Item_E on Thalys: 15% off, now €51.92"
16-06-2026,1,"Item_A on Thalys: 25% off, now €168.48 | Item_B on TGV: 10% off, now €100.86 | Item_C on Thalys: 15% off, now €290.51 | Item_D on Thalys: 15% off, now €251.81 | Item_E on Eurostar: 25% off, now €273.78"
16-07-2025,1,"Item_B on TGV: 15% off, now €187.99 | Item_C on Thalys: 25% off, now €257.01 | Item_D on TGV: 15% off, now €259.54 | Item_E on DB: 30% off, now €252.35"
16-07-2026,1,"Item_A on Thalys: 15% off, now €125.95 | Item_C on Eurostar: 25% off, now €212.40 | Item_D on TGV: 30% off, now €93.65 | Item_E on Thalys: 25% off, now €267.27"
16-08-2024,1,"Item_A on Thalys: 10% off, now €109.24 | Item_B on DB: 15% off, now €50.20 | Item_C on Eurostar: 30% off, now €104.96 | Item_E on DB: 25% off, now €138.05"
16-08-2025,1,"Item_A on TGV: 15% off, now €166.41 | Item_B on Thalys: 15% off, now €97.22 | Item_C on DB: 10% off, now €181.60 | Item_D on DB: 30% off, now €83.43 | Item_E on DB: 15% off, now €140.55"
16-08-2026,1,"Item_A on DB: 20% off, now €166.38 | Item_B on DB: 20% off, now €205.52 | Item_C on TGV: 25% off, now €244.46 | Item_D on DB: 15% off, now €164.11 | Item_E on TGV: 20% off, now €251.74"
16-09-2024,1,"Item_A on Eurostar: 30% off, now €161.67 | Item_B on DB: 30% off, now €58.04 | Item_D on TGV: 15% off, now €89.20 | Item_E on TGV: 15% off, now €261.07"
16-11-2024,1,"Item_A on DB: 20% off, now €175.63 | Item_B on DB: 15% off, now €109.16 | Item_C on TGV: 20% off, now €205.81 | Item_D on Thalys: 20% off, now €181.22 | Item_E on Thalys: 15% off, now €122.57"
16-11-2025,1,"Item_B on TGV: 25% off, now €254.06 | Item_C on TGV: 15% off, now €186.25 | Item_D on Eurostar: 30% off, now €253.09 | Item_E on Thalys: 30% off, now €289.24"
16-12-2024,1,"Item_A on Eurostar: 10% off, now €276.83 | Item_B on TGV: 20% off, now €217.70 | Item_D on Eurostar: 30% off, now €103.91 | Item_E on DB: 15% off, now €239.65"
16-12-2025,1,"Item_B on Thalys: 10% off, now €284.22 | Item_C on Thalys: 30% off, now €256.64 | Item_E on TGV: 15% off, now €238.92"
17-01-2024,1,"Item_A on Eurostar: 10% off, now €228.95 | Item_C on Thalys: 10% off, now €173.26 | Item_D on DB: 10% off, now €226.12 | Item_E on TGV: 30% off, now €260.90"
17-01-2025,1,"Item_A on TGV: 15% off, now €280.73 | Item_C on TGV: 10% off, now €245.03 | Item_D on DB: 25% off, now €297.11"
17-01-2026,1,"Item_A on Eurostar: 10% off, now €58.93 | Item_C on Thalys: 15% off, now €105.10 | Item_D on TGV: 25% off, now €284.08"
17-02-2024,1,"Item_A on TGV: 15% off, now €294.39 | Item_B on Thalys: 20% off, now €61.15 | Item_D on Eurostar: 20% off, now €188.17 | Item_E on DB: 25% off, now €213.53"
17-02-2025,1,"Item_A on TGV: 15% off, now €166.19 | Item_B on TGV: 10% off, now €143.40 | Item_D on Eurostar: 15% off, now €169.19 | Item_E on Thalys: 30% off, now €218.36"
17-03-2024,1,"Item_A on TGV: 30% off, now €270.61 | Item_B on Eurostar: 30% off, now €184.01 | Item_C on Thalys: 10% off, now €99.05 | Item_D on TGV: 30% off, now €119.39 | Item_E on DB: 10% off, now €171.11"
17-03-2025,1,"Item_A on DB: 25% off, now €85.42 | Item_B on TGV: 25% off, now €139.47 | Item_C on Eurostar: 10% off, now €62.99 | Item_D on Thalys: 30% off, now €93.14 | Item_E on Thalys: 30% off, now €138.48"
